Column1,Column2
"In Deaf culture, movement is equivalent to sound.",在聋哑人的文化中， 动作有和声音一样的地位
"This is a sign for ""staff"" in ASL.",在美国手语中，这是“五线谱”的意思
A typical staff contains five lines.,一个典型的五线谱包括五条线
"Yet for me, signing it with my thumb sticking up like that doesn't feel natural.",但对于我来说， 像这样竖起我的拇指来表示它 显得并不自然
"That's why you'll notice in my drawings, I stick to four lines on paper.",这就是为什么你会注意到我的图画中， 只用了4条线
"In the year 2008, I had the opportunity to travel to Berlin, Germany, for an artist residency there.",在2008年， 我有一个机会去德国柏林旅行 作为一名艺术家访问那里
"Prior to this time, I had been working as a painter.",在此之前，我做过一段时间画家
"During this summer, I visited different museums and gallery spaces, and as I went from one place to the next, I noticed there was no visual art there.",这个夏天 我参观了很多不同的博物馆和画廊 当我从一个地方启程到下一个参观点， 发现竟然没有视觉艺术在那里
"At that time, sound was trending, and this struck me...",那个时候，声音是流行的主题
"there was no visual art, everything was auditory.",令我痛心的是视觉艺术完全被忽视了 所有的一切都是关于听觉（艺术）
Now sound has come into my art territory.,现在声音已经走进了我的艺术领域
Is it going to further distance me from art?,这是否将会疏远我于艺术的联系？
I realized that doesn't have to be the case at all.,我意识到不一定是这样的
I actually know sound.,我其实知道声音
I know it so well that it doesn't have to be something just experienced through the ears.,并且我非常了解它 声音并不全是从耳朵里所听到的东西
"It could be felt tactually, or experienced as a visual, or even as an idea.",我们其实也可以从触觉上感受到它 或者从视觉上 又或者是一个想法
So I decided to reclaim ownership of sound and to put it into my art practice.,所以我决定去收回属于我的声音 并且其融合进我的艺术实践中
"And everything that I had been taught regarding sound, I decided to do away with and unlearn.",所有其他人告诉我的有关声音的一切 我决定全部抛弃和忘却
I started creating a new body of work.,我开始创造一些新的作品
"And when I presented this to the art community, I was blown away with the amount of support and attention I received.",当我向艺术界展示它们时 大家的支持和关注深深地打动了我
"I realized: sound is like money, power, control -- social currency.",我意识到 声音就像财富 权力， 支配 和社会认同
"In the back of my mind, I've always felt that sound was your thing, a hearing person's thing.",在我之前的印象中， 我总是觉得声音只是属于你们的 属于有听觉的人
"And sound is so powerful that it could either disempower me and my artwork, or it could empower me.",声音是多么的强大 即可以剥夺和削弱我的一切 也可以给予我力量
I chose to be empowered.,我选择了让自己变得更加有力量
There's a massive culture around spoken language.,口语是大多数文化的重要构成
"And just because I don't use my literal voice to communicate, in society's eyes it's as if I don't have a voice at all.",仅仅是因为我没有使用语音去交流 在社会的眼中 仿佛我不能表达出任何的声音
So I need to work with individuals who can support me as an equal and become my voice.,所以我需要和那些 平等对待我的人一起工作 让他们成为我的声音
"And that way, I'm able to maintain relevancy in society today.",正是因为这种方式， 我现今才得以保持与社会的关联性
"So at school, at work and institutions, I work with many different ASL interpreters.",在学校，工作和机构中 我与很多美国手语翻译人员工作在一起
And their voice becomes my voice and identity.,他们的声音成为了我的声音和身份
They help me to be heard.,他们使我得以倾听外面的世界
And their voices hold value and currency.,他们的声音蕴含了价值和认可度
"Ironically, by borrowing out their voices, I'm able to maintain a temporary form of currency, kind of like taking out a loan with a very high interest rate.",讽刺的是，通过借用他们的声音 我得以维持一种临时的认可形式 这有点像借高利贷的感觉
"If I didn't continue this practice, I feel that I could just fade off into oblivion and not maintain any form of social currency.",如果我不继续这样做 我感觉自己会渐渐会被遗忘 而且再也不能保持任何形式的社会认可
"So with sound as my new art medium, I delved into the world of music.",所以当声音作为我的新艺术媒介时 我陶醉于在音乐的世界当中
And I was surprised to see the similarities between music and ASL.,我很惊讶的发现音乐与手语的相似性
"For example, a musical note cannot be fully captured and expressed on paper.",比如 一个音符 是不能完全被记录到纸上的
And the same holds true for a concept in ASL.,对于美国手语系统来说也是这样的
They're both highly spatial and highly inflected -- meaning that subtle changes can affect the entire meaning of both signs and sounds.,它们都具有高度空间感和复杂多变的性质 任何微妙的变化 都会影响整个 手语同声音的意义
